mes_ref;dt_vcto;id_client;id_uc;grandezas;leitura_anterior;leitura_atual;const_medidor;consumo_kwh;qtd_enrg_tusd;prc_unit_tributos_tusd;tusd;pis_cofins_tusd;aliq_icms_tusd;icms_tusd;tarifa_unit_tusd;qtd_enrg_te;prc_unit_tributos_te;te;pis_cofins_te;aliq_icms_te;icms_te;tarifa_unit_te;qtd_enrg_compensada_tusd;prc_unit_tributos_compensada_tusd;compensada_tusd;pis_cofins_compensada_tusd;aliq_icms_compensada_tusd;icms_compensada_tusd;tarifa_unit_compensada_tusd;qtd_enrg_compensada_te;prc_unit_tributos_compensada_te;compensada_te;pis_cofins_compensada_te;aliq_icms_compensada_te;icms_compensada_te;tarifa_unit_compensada_te;multa;juros_mora;tx_2_emss_fat;dmic;pc_art113_ren414;cosip_cip;atualz_monetaria;rev_fat_atualiz;ren_1000;art_323;devol_pgto_fat_cancel;sem_corresp_saldo;cred_solu_rclm;cred_prox_fat;total;pis_cofins_total;icms_total;tipo
10/2023;2023-11-23;2;6;ENRG ATV;59132,0;64413,0;1,0;5281,0;5281,0;0,46377;2449,15;71,09;0,18;440,84;0,36683;5281,0;0,35686;1884,57;54,69;0,18;339,22;0,28227;5056,8;0,38029;-1923,05;-68,07;0,0;0,0;0,36683;5056,8;0,35686;-1804,58;-52,38;0,18;-324,82;0,28227;;;;;;398,53;;;;;;0,0;;;1004,62;5,33;455,24;valida
10/2023;2023-11-27;6;8;ENRG ATV INJ;1,0;1,0;40,0;0,0;6200,0;0,46377;2875,36;83,46;0,18;517,56;0,36683;6200,0;0,35686;2212,54;64,22;0,18;398,25;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;5406,25;147,68;915,81;valida
10/2023;2023-11-03;6;9;ENRG ATV;40733900,0;41175500,0;0,016;7065,6;7065,6;0,46377;3276,8;95,11;0,18;589,82;0,36683;7065,6;0,35686;2521,43;73,18;0,18;453,85;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;6116,58;168,29;1043,67;valida
10/2023;2023-10-23;3;10;ENRG ATV;60528,0;63966,0;1,0;3438,0;3438,0;0,46376;1594,42;46,27;0,18;286,99;0,36683;3438,0;0,35686;1226,87;35,6;0,18;220,83;0,28227;304,8;0,3668;-111,8;0,0;0,0;0,0;0,36683;304,8;0,28225;-86,03;0,0;0,0;0,0;0,28227;;;;;;276,76;;;;-83,59;-923,37;0,0;;;1893,26;81,87;507,82;valida
10/2023;2023-10-23;3;3;ENRG ATV;47266900,0;47906600,0;0,016;10235,2;10235,2;0,46377;4746,76;137,78;0,18;854,41;0,36683;10235,2;0,35686;3652,54;106,01;0,18;657,45;0,28227;3657,6;0,36683;-1341,71;0,0;0,0;0,0;0,36683;3657,6;0,28227;-1032,43;0,0;0,0;0,0;0,28227;;;;;;688,67;;;;-3872,24;-4132,32;0,0;;1290,73;0,0;243,79;1511,86;valida
10/2023;2023-10-23;1;1;ENRG ATV;7331,0;16633,0;1,0;9302,0;9302,0;0,46377;4313,98;125,22;0,18;776,51;0,36683;9302,0;0,35686;3319,53;96,35;0,18;597,51;0,28227;3657,6;0,36683;-1341,71;0,0;0,0;0,0;0,36683;3657,6;0,28227;-1032,43;0,0;0,0;0,0;0,28227;;;;;;573,89;;;;-5923,58;;0,0;;90,32;0,0;221,57;1374,02;valida
10/2023;2023-10-23;4;4;ENRG ATV;43844,0;57491,0;1,0;13647,0;13647,0;0,46377;6329,06;183,71;0,18;1139,23;0,36683;13647,0;0,35686;4870,1;141,36;0,18;876,61;0,28227;5320,0;0,38029;-2023,14;-71,61;0,0;0,0;0,36683;5320,0;0,35686;-1898,5;-55,1;0,18;-341,73;0,28227;;;;;;688,67;;;;;;0,0;;;7966,19;198,36;1674,11;valida
10/2023;2023-10-23;2;2;ENRG ATV;66972,0;75288,0;1,0;8316,0;8316,0;0,46377;3856,69;111,94;0,18;694,2;0,36683;8316,0;0,35686;2967,67;86,14;0,18;534,18;0,28227;6703,2;0,38029;-2549,16;-90,23;0,0;0,0;0,36683;6703,2;0,35686;-2392,12;-69,43;0,18;-430,58;0,28227;;;;;;573,89;;;;;;0,0;;;2456,97;38,42;797,8;valida
10/2023;2023-11-27;6;11;ENRG ATV;17396,0;17847,0;1,0;451,0;451,0;0,46375;209,15;6,07;0,18;37,64;0,36683;451,0;0,35683;160,93;4,67;0,18;28,96;0,28227;;;;;;;;;;;;;;;;;;;;23,38;;;;;;0,0;;;393,46;10,74;66,6;valida
11/2023;2023-12-26;6;8;ENRG ATV INJ;1,0;;40,0;0,0;6240,0;0,47424;2959,24;137,57;0,18;532,66;0,36683;6240,0;0,36492;2277,09;105,86;0,18;409,87;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;-425,79;;;5128,89;243,43;942,53;valida
11/2023;2023-11-23;2;2;ENRG ATV;75288,0;82819,0;1,0;8137,0;8137,0;0,47424;3858,89;179,4;0,18;694,6;0,36683;8137,0;0,36492;2969,36;138,05;0,18;534,48;0,28227;4947,6;0,38888;-1924,0;-109,08;0,0;0,0;0,36683;4947,6;0,36492;-1805,47;-83,94;0,18;-324,98;0,28227;;;;;;573,89;;;;;;0,0;;;3672,67;124,43;904,1;valida
11/2023;2023-11-23;4;4;ENRG ATV;57491,0;71044,0;1,0;13553,0;13553,0;0,47424;6427,4;298,83;0,18;1156,93;0,36683;13553,0;0,36492;4945,78;229,94;0,18;890,24;0,28227;4120,0;0,38888;-1602,17;-90,84;0,0;0,0;0,36683;4120,0;0,36492;-1503,47;-69,9;0,18;-270,62;0,28227;;;;;;688,67;;;;;;0,0;;;8956,21;368,03;1776,55;valida
11/2023;2023-11-23;1;1;ENRG ATV;16633,0;26401,0;1,0;9768,0;9768,0;0,47424;4632,39;215,37;0,18;833,83;0,36683;9768,0;0,36492;3564,54;165,72;0,18;641,61;0,28227;3024,0;0,36683;-1109,29;0,0;0,0;0,0;0,36683;3024,0;0,28227;-853,58;0,0;0,0;0,0;0,28227;;;;;;573,89;;;;-90,32;;0,0;;;6717,63;381,09;1475,44;valida
11/2023;2023-11-23;3;3;ENRG ATV;47906600,0;48564600,0;0,016;10528,0;10528,0;0,47424;4992,81;232,13;0,18;898,7;0,36683;10528,0;0,36492;3841,87;178,61;0,18;691,53;0,28227;3024,0;0,36683;-1109,29;0,0;0,0;0,0;0,36683;3024,0;0,28227;-853,58;0,0;0,0;0,0;0,28227;;;;;;688,67;;;;-1290,73;;0,0;;;6269,75;410,74;1590,23;valida
11/2023;2023-11-23;3;10;ENRG ATV;63966,0;68162,0;1,0;4196,0;4196,0;0,47424;1989,9;92,51;0,18;358,18;0,36683;4196,0;0,36492;1531,2;71,19;0,18;275,61;0,28227;252,0;0,36683;-92,44;0,0;0,0;0,0;0,36683;252,0;0,28226;-71,13;0,0;0,0;0,0;0,28227;;;;;;332,11;;;;;;0,0;;;3689,64;163,7;633,79;valida
11/2023;2023-12-05;6;9;ENRG ATV;41175500,0;41650900,0;0,016;7606,4;7606,4;0,47424;3607,26;167,71;0,18;649,3;0,36683;7606,4;0,36492;2775,71;129,04;0,18;499,62;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;-384,14;;;6317,18;296,75;1148,92;valida
11/2023;2023-12-26;6;11;ENRG ATV;17847,0;18374,0;1,0;527,0;527,0;0,47417;249,89;11,6;0,18;44,98;0,36683;527,0;0,36488;192,29;8,93;0,18;34,61;0,28227;;;;;;;;;;;;;;;;;;;;53,2;;;;;;0,0;;;495,38;20,53;79,59;valida
11/2023;2023-12-26;2;7;ENRG ATV INJ;2060,0;;40,0;9440,0;120,0;0,47408;56,89;2,64;0,18;10,24;0,36683;120,0;0,36483;43,78;2,03;0,18;7,88;0,28227;20,0;0,388;-7,76;-0,43;0,0;0,0;0,36683;20,0;0,364;-7,28;-0,33;0,18;-1,31;0,28227;;;;;;6,3;;;-73,01;;;-2,75;;;16,17;3,91;16,81;valida
11/2023;2023-12-26;4;5;ENRG ATV INJ;7468,0;;40,0;40,0;100,0;0,4741;47,41;2,2;0,18;8,53;0,36683;100,0;0,3647;36,47;1,69;0,18;6,56;0,28227;;;;;;;;;;;;;;;3,34;1,52;;;;4,75;0,42;;;;;-2,75;;;91,16;3,89;15,09;valida
11/2023;2023-12-26;2;6;ENRG ATV;64413,0;69346,0;1,0;4933,0;4933,0;0,47424;2339,42;108,76;0,18;421,09;0,36683;4933,0;0,36492;1800,13;83,68;0,18;324,02;0,28227;3732,4;0,38887;-1451,43;-82,28;0,0;0,0;0,36683;3732,4;0,36492;-1362,02;-63,32;0,18;-245,16;0,28227;;;;;;332,11;;;;;;0,0;;;1658,21;46,84;499,95;valida
11/2023;2023-12-22;7;12;ENRG ATV INJ;1357,0;;40,0;40,0;120,0;0,47408;56,89;2,64;0,18;10,24;0,36683;120,0;0,36483;43,78;2,03;0,18;7,88;0,28227;20,0;0,388;-7,76;-0,43;0,0;0,0;0,36683;20,0;0,364;-7,28;-0,33;0,18;-1,31;0,28227;;;;;;6,3;;;;;;-94,05;;2,12;0,0;3,91;16,81;valida
12/2023;2024-01-26;2;7;ENRG ATV INJ;;2728,0;40,0;17280,0;100,0;0,4753;47,53;2,3;0,18;8,55;0,36683;100,0;0,3656;36,56;1,76;0,18;6,58;0,28227;;;;;;;;;;;;;;;;;;;;6,3;;;;;;-224,5;;134,11;0,0;4,06;15,13;valida
12/2023;2023-12-26;4;4;ENRG ATV;71044,0;84450,0;1,0;13406,0;13406,0;0,4755;6374,57;309,43;0,18;1147,42;0,36683;13406,0;0,36589;4905,13;238,1;0,18;882,92;0,28227;40,0;0,3895;-15,58;-0,91;0,0;0,0;0,36683;40,0;0,3655;-14,62;-0,7;0,18;-2,63;0,28227;;;;;;688,67;;;;;;0,0;;;11938,17;545,92;2027,71;valida
12/2023;2023-12-26;1;1;ENRG ATV;26401,0;36462,0;1,0;10061,0;10061,0;0,4755;4784,02;232,23;0,18;861,12;0,36683;10061,0;0,36589;3681,21;178,69;0,18;662,61;0,28227;9,6;0,36667;-3,52;0,0;0,0;0,0;0,36683;9,6;0,28125;-2,7;0,0;0,0;0,0;0,28227;;;;;;688,67;;;;;;0,0;;;9147,68;410,92;1523,73;valida
12/2023;2023-12-26;3;3;ENRG ATV;48564600,0;49421400,0;0,016;13708,8;13708,8;0,4755;6518,54;316,42;0,18;1173,33;0,36683;13708,8;0,36589;5015,92;243,48;0,18;902,86;0,28227;9,6;0,36667;-3,52;0,0;0,0;0,0;0,36683;9,6;0,28125;-2,7;0,0;0,0;0,0;0,28227;;;;;;688,67;;;;;;0,0;;;12216,91;559,9;2076,19;valida
12/2023;2023-12-26;3;10;ENRG ATV;68162,0;73269,0;1,0;5107,0;5107,0;0,4755;2428,37;117,87;0,18;437,1;0,36683;5107,0;0,36589;1868,59;90,7;0,18;336,34;0,28227;0,8;0,3625;-0,29;0,0;0,0;0,0;0,36683;0,8;0,275;-0,22;0,0;0,0;0,0;0,28227;;;;;;398,53;;;;;;0,0;;;4694,98;208,57;773,44;valida
12/2023;2023-12-26;2;2;ENRG ATV;3,0;7929,0;1,0;7926,0;7926,0;0,4755;3768,81;182,94;0,18;678,38;0,36683;7926,0;0,36589;2900,04;140,77;0,18;522,0;0,28227;5369,4;0,38991;-2093,58;-123,93;0,0;0,0;0,36683;5369,4;0,36589;-1964,6;-95,36;0,18;-353,62;0,28227;;;;;;478,24;;;;;;-326,58;;;2762,33;104,42;846,76;valida
12/2023;2024-01-23;2;6;ENRG ATV;69346,0;75353,0;1,0;6007,0;6007,0;0,4755;2856,32;138,65;0,18;514,13;0,36683;6007,0;0,36589;2197,9;106,69;0,18;395,62;0,28227;4050,6;0,38991;-1579,37;-93,49;0,0;0,0;0,36683;4050,6;0,36589;-1482,07;-71,94;0,18;-266,77;0,28227;;;;;;478,24;;;;;;0,0;;;2471,02;79,91;642,98;valida
12/2023;2024-01-22;7;12;ENRG ATV INJ;;1780,0;40,0;16880,0;100,0;0,4753;47,53;2,3;0,18;8,55;0,36683;100,0;0,3656;36,56;1,76;0,18;6,58;0,28227;;;;;;;;;;;;;;;2,88;0,93;;;;6,3;0,4;;;;;-287,14;;192,54;0,0;4,06;15,13;valida
12/2023;2024-01-26;4;5;ENRG ATV INJ;;7815,0;40,0;13840,0;100,0;0,4753;47,53;2,3;0,18;8,55;0,36683;100,0;0,3656;36,56;1,76;0,18;6,58;0,28227;;;;;;;;;;;;;;;1,64;0,58;;;;5,0;0,23;;;;;-224,5;;132,96;0,0;4,06;15,13;valida
12/2023;2024-01-30;6;9;ENRG ATV;41650900,0;41684800,0;0,016;542,4;542,4;0,47546;257,89;12,51;0,18;46,42;0,36683;542,4;0,36584;198,43;9,62;0,18;35,71;0,28227;;;;;;;;;;;;;;;;;;;;53,2;;;;;;0,0;;;509,52;22,13;82,13;valida
12/2023;2024-01-26;6;11;ENRG ATV;18374,0;18854,0;1,0;480,0;480,0;0,47544;228,21;11,07;0,18;41,07;0,36683;480,0;0,36581;175,59;8,51;0,18;31,6;0,28227;;;;;;;;;;;;;;;;;;;;23,38;;;;;;0,0;;;427,18;19,58;72,67;valida
12/2023;2024-01-26;6;8;ENRG ATV INJ;;1,0;40,0;0,0;8680,0;0,4755;4127,35;200,35;0,18;742,92;0,36683;8680,0;0,36589;3175,92;154,16;0,18;571,66;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;-4882,98;;;2738,64;354,51;1314,58;valida
01/2024;2024-02-22;7;12;ENRG ATV INJ;1780,0;1979,0;40,0;7960,0;200,0;0,47585;95,17;4,68;0,18;17,13;0,36683;200,0;0,36615;73,23;3,6;0,18;13,18;0,28227;100,0;0,3901;-39,01;-2,33;0,0;0,0;0,36683;100,0;0,366;-36,6;-1,8;0,18;-6,58;0,28227;;;;;;6,3;;;;;;-192,54;;93,45;0,0;4,15;23,73;valida
01/2024;2024-01-31;4;13;ENRG ATV;0,0;8350,0;1,0;8350,0;8350,0;0,47596;3974,24;195,85;0,18;715,36;0,36683;8350,0;0,36624;3058,1;150,7;0,18;550,45;0,28227;;;;;;;;;;;;;;;;;;;;494,5;;;;;;0,0;;;7526,84;346,55;1265,81;valida
01/2024;2024-02-26;6;8;ENRG ATV INJ;1,0;1,0;40,0;0,0;6960,0;0,47595;3312,64;163,24;0,18;596,27;0,36683;6960,0;0,36624;2549,02;125,61;0,18;458,82;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;6180,01;288,85;1055,09;valida
01/2024;2024-02-26;6;11;ENRG ATV;18854,0;19334,0;1,0;480,0;480,0;0,4759;228,43;11,25;0,18;41,11;0,36683;480,0;0,36621;175,78;8,66;0,18;31,64;0,28227;;;;;;;;;;;;;;;;;;;;23,38;;;;;;0,0;;;427,59;19,91;72,75;valida
01/2024;2024-02-01;6;9;ENRG ATV;41684800,0;42201263,0;0,016;8263,408;8263,408;0,47595;3933,01;193,81;0,18;707,94;0,36683;8263,408;0,36624;3026,4;149,14;0,18;544,75;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;7277,76;342,95;1252,69;valida
01/2024;2024-01-23;4;4;ENRG ATV;84450,0;90327,0;1,0;5877,0;5877,0;0,47595;2797,18;137,84;0,18;503,49;0,36683;5877,0;0,36624;2152,39;106,06;0,18;387,43;0,28227;5827,0;0,39028;-2274,18;-136,67;0,0;0,0;0,36683;5827,0;0,36624;-2134,07;-105,16;0,18;-384,13;0,28227;;;;-411,98;;343,4;;;;;;0,0;;;472,74;2,07;506,79;valida
01/2024;2024-01-23;3;10;ENRG ATV;73269,0;;1,0;1778,0;1778,0;0,47594;846,23;41,69;0,18;152,32;0,36683;1778,0;0,36623;651,15;32,08;0,18;117,2;0,28227;675,2;0,36682;-247,68;0,0;0,0;0,0;0,36683;675,2;0,28226;-190,58;0,0;0,0;0,0;0,28227;;;;-128,34;;115,9;;;;;;0,0;;;1046,68;73,77;269,52;valida
01/2024;2024-01-23;3;3;ENRG ATV;49421400,0;50072700,0;0,016;10420,8;10420,8;0,47596;4959,85;244,42;0,18;892,77;0,36683;10420,8;0,36624;3816,51;188,07;0,18;686,97;0,28227;8102,4;0,36683;-2972,2;0,0;0,0;0,0;0,36683;8102,4;0,28227;-2287,06;0,0;0,0;0,0;0,28227;;;;;;593,41;;;;;;0,0;;;4110,51;432,49;1579,74;valida
01/2024;2024-01-23;1;1;ENRG ATV;36462,0;43517,0;1,0;7055,0;7055,0;0,47596;3357,87;165,48;0,18;604,41;0,36683;7055,0;0,36624;2583,82;127,33;0,18;465,08;0,28227;7025,0;0,36683;-2576,98;0,0;0,0;0,0;0,36683;7025,0;0,28227;-1982,94;0,0;0,0;0,0;0,28227;;;;-2974,79;;412,08;;;;;;0,0;;1180,94;0,0;292,81;1069,49;valida
01/2024;2024-02-26;2;7;ENRG ATV INJ;2728,0;;40,0;40,0;120,0;0,47575;57,09;2,81;0,18;10,27;0,36683;120,0;0,366;43,92;2,15;0,18;7,9;0,28227;20,0;0,3895;-7,79;-0,46;0,0;0,0;0,36683;20,0;0,365;-7,3;-0,35;0,18;-1,31;0,28227;0,32;0,04;;;;6,3;0,05;;;;;-134,11;;41,48;0,0;4,15;16,86;valida
01/2024;2024-02-23;2;6;ENRG ATV;75353,0;80287,0;1,0;4934,0;4934,0;0,47595;2348,35;115,72;0,18;422,7;0,36683;4934,0;0,36624;1807,02;89,04;0,18;325,26;0,28227;4904,0;0,39028;-1913,94;-115,01;0,0;0,0;0,36683;4904,0;0,36624;-1796,03;-88,5;0,18;-323,28;0,28227;;;;;;286,17;;;;;;0,0;;;731,57;1,25;424,68;valida
01/2024;2024-02-26;4;5;ENRG ATV INJ;7815,0;7992,0;40,0;7080,0;100,0;0,4757;47,57;2,33;0,18;8,56;0,36683;100,0;0,366;36,6;1,8;0,18;6,58;0,28227;;;;;;;;;;;;;;;1,67;0,92;;;;3,87;0,47;;;;;-133,73;;42,63;0,0;4,13;15,14;valida
01/2024;2024-01-23;2;2;ENRG ATV;7929,0;16306,0;1,0;8377,0;8377,0;0,47596;3987,08;196,48;0,18;717,67;0,36683;8377,0;0,36624;3067,98;151,18;0,18;552,23;0,28227;8327,0;0,39028;-3249,9;-195,31;0,0;0,0;0,36683;8327,0;0,36624;-3049,68;-150,28;0,18;-548,94;0,28227;;;;;;494,5;;;;;;0,0;;;1249,98;2,07;720,96;valida
02/2024;2024-03-26;6;11;ENRG ATV;19334,0;19856,0;1,0;522,0;522,0;0,4727;246,75;10,86;0,18;44,41;0,36683;522,0;0,36372;189,86;8,35;0,18;34,17;0,28227;;;;;;;;;;;;;;;;;;;;53,2;;;;;;0,0;;;489,81;19,21;78,58;valida
02/2024;2024-03-05;6;9;ENRG ATV;42201263,0;42414871,0;0,016;3417,728;3417,728;0,47273;1615,67;71,13;0,18;290,82;0,36683;3417,728;0,36376;1243,23;54,73;0,18;223,78;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;3177,25;125,86;514,6;valida
02/2024;2024-02-22;4;13;ENRG ATV;8350,0;16333,0;1,0;7983,0;7983,0;0,47274;3773,86;166,17;0,18;679,29;0,36683;7983,0;0,36376;2903,92;127,86;0,18;522,7;0,28227;6018,0;0,38764;-2332,84;-125,26;0,0;0,0;0,36683;6018,0;0,36376;-2189,13;-96,39;0,18;-394,04;0,28227;;;;;;412,08;;;;;;0,0;;;2567,89;72,38;807,95;valida
02/2024;2024-03-25;2;6;ENRG ATV;80287,0;85910,0;1,0;5623,0;5623,0;0,47274;2658,19;117,04;0,18;478,47;0,36683;5623,0;0,36376;2045,43;90,06;0,18;368,17;0,28227;2535,0;0,38764;-982,67;-52,76;0,0;0,0;0,36683;2535,0;0,36376;-922,12;-40,59;0,18;-165,98;0,28227;;;;;;343,4;;;;;;0,0;;;3142,23;113,75;680,66;valida
02/2024;2024-02-23;1;1;ENRG ATV;43517,0;;1,0;8285,0;8285,0;0,47274;3916,63;172,46;0,18;704,99;0,36683;8285,0;0,36376;3013,78;132,7;0,18;542,48;0,28227;4850,2;0,36683;-1779,19;0,0;0,0;0,0;0,36683;4850,2;0,28227;-1369,06;0,0;0,0;0,0;0,28227;;;;;;494,5;;;;;;-1666,28;;;2610,38;305,16;1247,47;valida
02/2024;2024-02-23;3;3;ENRG ATV;50072700,0;50863400,0;0,016;12651,2;12651,2;0,47274;5980,7;263,35;0,18;1076,52;0,36683;12651,2;0,36376;4602,04;202,63;0,18;828,36;0,28227;3772,8;0,36683;-1383,97;0,0;0,0;0,0;0,36683;3772,8;0,28227;-1064,94;0,0;0,0;0,0;0,28227;;;;;;593,41;;;;;;-661,31;;;8065,93;465,98;1904,88;valida
02/2024;2024-02-23;3;10;ENRG ATV;;;1,0;1778,0;1778,0;0,47273;840,51;37,0;0,18;151,29;0,36683;1778,0;0,36375;646,75;28,47;0,18;116,41;0,28227;314,4;0,36683;-115,33;0,0;0,0;0,0;0,36683;314,4;0,28225;-88,74;0,0;0,0;0,0;0,28227;;;;;;115,9;;;;;;-246,36;;;1152,73;65,47;267,7;valida
02/2024;2024-02-23;4;4;ENRG ATV;90327,0;97423,0;1,0;7096,0;7096,0;0,47274;3354,53;147,7;0,18;603,81;0,36683;7096,0;0,36376;2581,25;113,65;0,18;464,62;0,28227;7046,0;0,38765;-2731,35;-146,67;0,0;0,0;0,36683;7046,0;0,36376;-2563,07;-112,85;0,18;-461,35;0,28227;;;;;;412,08;;;;;;-646,7;;;406,74;1,83;607,08;valida
02/2024;2024-02-23;2;2;ENRG ATV;16306,0;26230,0;1,0;9924,0;9924,0;0,47274;4691,46;206,58;0,18;844,46;0,36683;9924,0;0,36376;3609,98;158,95;0,18;649,79;0,28227;1534,0;0,38763;-594,63;-31,92;0,0;0,0;0,36683;1534,0;0,36375;-558,0;-24,56;0,18;-100,44;0,28227;;;;;;494,5;;;;;;-382,35;;;7260,96;309,05;1393,81;valida
02/2024;2024-03-22;7;12;ENRG ATV INJ;1979,0;2181,0;40,0;8080,0;120,0;0,4725;56,7;2,49;0,18;10,2;0,36683;120,0;0,36358;43,63;1,91;0,18;7,85;0,28227;20,0;0,387;-7,74;-0,41;0,0;0,0;0,36683;20,0;0,3625;-7,25;-0,31;0,18;-1,3;0,28227;;;;;;6,3;;;;;;-93,45;;1,81;0,0;3,68;16,75;valida
02/2024;2024-03-26;4;5;ENRG ATV INJ;7992,0;8162,0;40,0;6800,0;100,0;0,4725;47,25;2,07;0,18;8,5;0,36683;100,0;0,3635;36,35;1,59;0,18;6,54;0,28227;;;;;;;;;;;;;;;;;;;;3,87;;;;;;-42,63;;;44,84;3,66;15,04;valida
02/2024;2024-03-26;6;8;ENRG ATV INJ;1,0;1,0;40,0;0,0;6720,0;0,47274;3176,78;139,87;0,18;571,82;0,36683;6720,0;0,36376;2444,48;107,63;0,18;440,0;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;5939,61;247,5;1011,82;valida
02/2024;2024-03-26;2;7;ENRG ATV INJ;;3326,0;40,0;23880,0;100,0;0,4725;47,25;2,07;0,18;8,5;0,36683;100,0;0,3635;36,35;1,59;0,18;6,54;0,28227;;;;;;;;;;;;;;;;;;;;6,3;;;;;;-41,48;;;48,42;3,66;15,04;valida
03/2024;2024-04-30;6;9;ENRG ATV;42414871,0;42583671,0;0,016;2700,8;2700,8;0,47188;1274,46;54,33;0,18;229,4;0,36683;2700,8;0,3631;980,67;41,8;0,18;176,52;0,28227;;;;;;;;;;;;;;;;;;;;212,3;;;;;;0,0;;;2467,43;96,13;405,92;valida
03/2024;2024-04-22;7;12;ENRG ATV INJ;2181,0;2377,0;40,0;7840,0;100,0;0,4717;47,17;2,0;0,18;8,49;0,36683;100,0;0,3629;36,29;1,54;0,18;6,53;0,28227;;;;;;;;;;;;;;;;;;;;3,87;;;;;;-1,81;;;85,52;3,54;15,02;valida
03/2024;2024-04-26;2;7;ENRG ATV INJ;3326,0;3623,0;40,0;11880,0;100,0;0,4717;47,17;2,0;0,18;8,49;0,36683;100,0;0,3629;36,29;1,54;0,18;6,53;0,28227;;;;;;;;;;;;;;;;;;;;6,3;;;;;;48,42;;;138,18;3,54;15,02;valida
03/2024;2024-04-23;2;6;ENRG ATV;85910,0;91462,0;1,0;5552,0;5552,0;0,47189;2619,92;111,7;0,18;471,58;0,36683;5552,0;0,36311;2015,98;85,95;0,18;362,87;0,28227;5522,0;0,38695;-2136,73;-111,1;0,0;0,0;0,36683;5522,0;0,36311;-2005,09;-85,49;0,18;-360,91;0,28227;;;;;;343,4;;;;;;0,0;;;837,48;1,06;473,54;valida
03/2024;2024-04-26;4;5;ENRG ATV INJ;8162,0;8333,0;40,0;6840,0;100,0;0,4717;47,17;2,0;0,18;8,49;0,36683;100,0;0,3629;36,29;1,54;0,18;6,53;0,28227;;;;;;;;;;;;;;;;;;;;3,87;;;;;;44,84;;;132,17;3,54;15,02;valida
03/2024;2024-03-25;3;3;ENRG ATV;50863400,0;;0,016;10523,34;10523,344;0,47189;4965,85;211,73;0,18;893,85;0,36683;10523,344;0,36311;3821,15;162,93;0,18;687,8;0,28227;3909,1;0,36683;-1433,97;0,0;0,0;0,0;0,36683;3909,1;0,28227;-1103,42;0,0;0,0;0,0;0,28227;;;;;;593,41;;;;;;0,0;;;6843,02;374,66;1581,65;valida
03/2024;2024-03-25;3;10;ENRG ATV;;;1,0;1969,0;1969,0;0,47188;929,13;39,61;0,18;167,24;0,36683;1969,0;0,3631;714,95;30,48;0,18;128,69;0,28227;523,9;0,36683;-192,18;0,0;0,0;0,0;0,36683;523,9;0,28227;-147,88;0,0;0,0;0,0;0,28227;;;;;;115,9;;;;;;0,0;;;1419,92;70,09;295,93;valida
03/2024;2024-03-25;1;1;ENRG ATV;;;1,0;8240,0;8240,0;0,47189;3888,36;165,79;0,18;699,9;0,36683;8240,0;0,36311;2992,03;127,57;0,18;538,56;0,28227;3627,0;0,36683;-1330,49;0,0;0,0;0,0;0,36683;3627,0;0,28227;-1023,79;0,0;0,0;0,0;0,28227;;;;;;494,5;;;;;;0,0;;;5020,61;293,36;1238,46;valida
03/2024;2024-04-26;6;11;ENRG ATV;19856,0;20485,0;1,0;629,0;629,0;0,47186;296,8;12,65;0,18;53,42;0,36683;629,0;0,36307;228,37;9,73;0,18;41,1;0,28227;;;;;;;;;;;;;;;;;;;;53,2;;;;;;0,0;;;578,37;22,38;94,52;valida
03/2024;2024-04-26;6;8;ENRG ATV INJ;1,0;1,0;40,0;0,0;8560,0;0,47189;4039,37;172,23;0,18;727,08;0,36683;8560,0;0,36311;3108,24;132,53;0,18;559,48;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;7465,96;304,76;1286,56;valida
03/2024;2024-03-25;4;4;ENRG ATV;97423,0;;1,0;11943,0;11943,0;0,47189;5635,79;240,3;0,18;1014,44;0,36683;11943,0;0,36311;4336,65;184,91;0,18;780,59;0,28227;3049,0;0,38695;-1179,8;-61,34;0,0;0,0;0,36683;3049,0;0,36311;-1107,12;-47,2;0,18;-199,28;0,28227;;;;;;593,41;;;;;;0,0;;;8278,93;316,67;1595,75;valida
03/2024;2024-03-25;2;2;ENRG ATV;26230,0;;1,0;8175,0;8175,0;0,47189;3857,69;164,48;0,18;694,38;0,36683;8175,0;0,36311;2968,42;126,56;0,18;534,31;0,28227;8125,0;0,38695;-3143,96;-163,47;0,0;0,0;0,36683;8125,0;0,36311;-2950,28;-125,79;0,18;-531,05;0,28227;;;;;;494,5;;;;;;0,0;;;1226,37;1,78;697,64;valida
